Product Name,Release Date,First appearance,Continuity,MSRP,Grade
Super Gundam (SD),2001-12,Mobile Suit Zeta Gundam,UC,880,SD
Zeta Gundam (SD),2018-08-25,Mobile Suit Zeta Gundam,UC,1100,SD
Gates’ Bound Doc (SD),1988,Mobile Suit Zeta Gundam,UC,440,SD
Hyaku-Shiki (SD),2000-08,Mobile Suit Zeta Gundam,UC,440,SD
Qubeley (SD),2001-05,Mobile Suit Zeta Gundam,UC,440,SD
Hyaku-Shiki & Mega Launcher (SD),2001-10,Mobile Suit Zeta Gundam,UC,880,SD
Perfect Gundam (MG),2003-12-20,Plamo-Kyoshiro,PK,4400,MG
Perfect Zeong (MG),2004-06,Plamo-Kyoshiro,PK,11000,MG
Perfect Gundam (SD),1989-11-25,Plamo-Kyoshiro,PK,330,SD
Perfect Gundam (SD),2002-05,Plamo-Kyoshiro,PK,1100,SD
Perfect Gundam (SD),1988,Plamo-Kyoshiro,PK,440,SD
Phoenix Gundam (SD),2020-06-20,SD Gundam G Generation F,SDGG,1540,SD
Gundam Mk. IV (SD),2000-02,SD Gundam G Generation Zero,SDGG,440,SD
Sisquiede (SD),2019-04-27,SD Gundam G Generation: Monoeye Gundams,SDGG,1540,SD
Sisquiede (Titans) (SD),2019-04-27,SD Gundam G Generation: Monoeye Gundams,SDGG,1540,SD
Tornado Gundam (SD),2023-04-22,SD Gundam GX,SDGG,1760,SD
Turn A Gundam (HG),2014-04-12,Turn A Gundam,CC,1540,HG
Turn A Gundam (MG),2007-08,Turn A Gundam,CC,4180,MG
Turn X (MG),2014-06-14,Turn A Gundam,CC,6600,MG
Turn A Gundam (SD),2000-04,Turn A Gundam,CC,440,SD
ZII (HG),2014-09-13,Zeta Gundam Mobile Suit Variations,UC,2640,HG
Gundam Mk-III,2015-01-24,Zeta Gundam Mobile Suit Variations,UC,3850,RE
Guncannon Detector,2018-02-10,Zeta Gundam Mobile Suit Variations,UC,4400,RE
Full Armor Gundam Mk. II (SD),1988,Zeta Gundam Mobile Suit Variations,UC,440,SD
